date,description,debit,credit
2012-10-11,TRANSACTION 3222,703,600
2012-10-11,TRANSACTION 3223,600,572
2012-10-10,TRANSACTION 3224,501,438
2012-10-10,TRANSACTION 3225,948,661
2012-10-09,TRANSACTION 3226,474,957
2012-10-09,TRANSACTION 3227,981,423
2012-10-09,TRANSACTION 3228,292,556
2012-10-09,TRANSACTION 3229,939,999
2012-10-09,TRANSACTION 3230,965,965
2012-10-09,TRANSACTION 3231,556,606
2012-10-09,TRANSACTION 3232,397,911
2012-10-09,TRANSACTION 3233,859,893
2012-10-09,TRANSACTION 3234,205,609
2012-10-09,TRANSACTION 3235,905,600
2012-10-09,TRANSACTION 3236,144,581
2012-10-09,TRANSACTION 3237,998,998
2012-10-09,TRANSACTION 3238,460,434
2012-10-05,TRANSACTION 3239,811,897
2012-10-05,TRANSACTION 3240,285,443
2012-10-05,TRANSACTION 3241,220,899
2012-10-05,TRANSACTION 3242,152,859
2012-10-05,TRANSACTION 3243,46,815
2012-10-04,TRANSACTION 3244,305,853
2012-10-04,TRANSACTION 3245,89,892
2012-10-04,TRANSACTION 3246,457,900
2012-10-04,TRANSACTION 3247,681,540
2012-10-04,TRANSACTION 3248,627,471
2012-10-03,TRANSACTION 3249,452,748
2012-10-03,TRANSACTION 3250,233,720
2012-10-03,TRANSACTION 3251,406,495
2012-10-02,TRANSACTION 3252,643,680
2012-10-02,TRANSACTION 3253,772,913
2012-10-01,TRANSACTION 3254,12,739
2012-10-01,TRANSACTION 3255,998,561
2012-10-01,TRANSACTION 3256,594,419
2012-10-01,TRANSACTION 3257,860,576
2012-10-01,TRANSACTION 3258,820,785
2012-10-01,TRANSACTION 3259,176,559
2012-09-28,TRANSACTION 3260,262,922
2012-09-28,TRANSACTION 3261,655,540
2012-09-28,TRANSACTION 3262,593,728
2012-09-28,TRANSACTION 3263,741,964
2012-09-27,TRANSACTION 3264,962,782
2012-09-27,TRANSACTION 3265,78,407
2012-09-27,TRANSACTION 3266,198,519
2012-09-27,TRANSACTION 3267,187,583
2012-09-27,TRANSACTION 3268,126,925
2012-09-26,TRANSACTION 3269,975,723
2012-09-24,TRANSACTION 3270,575,970
2012-09-24,TRANSACTION 3271,139,569
2012-09-24,TRANSACTION 3272,201,424
2012-09-24,TRANSACTION 3273,435,821
2012-09-24,TRANSACTION 3274,697,596
2012-09-24,TRANSACTION 3275,307,844
2012-09-24,TRANSACTION 3276,33,904
2012-09-24,TRANSACTION 3277,712,842
2012-09-24,TRANSACTION 3278,153,519
2012-09-21,TRANSACTION 3279,236,719
2012-09-21,TRANSACTION 3280,696,800
2012-09-20,TRANSACTION 3281,961,517
2012-09-20,TRANSACTION 3282,498,409
2012-09-20,TRANSACTION 3283,298,719
2012-09-20,TRANSACTION 3284,51,693
2012-09-18,TRANSACTION 3285,370,417
2012-09-18,TRANSACTION 3286,750,645
2012-09-18,TRANSACTION 3287,392,991
2012-09-17,TRANSACTION 3288,328,832
2012-09-17,TRANSACTION 3289,333,425
2012-09-14,TRANSACTION 3290,539,405
2012-09-13,TRANSACTION 3291,464,725
2012-09-13,TRANSACTION 3292,266,753
2012-09-11,TRANSACTION 3293,82,485
2012-09-10,TRANSACTION 3294,700,710
2012-09-10,TRANSACTION 3295,48,700
2012-09-10,TRANSACTION 3296,388,743
2012-09-10,TRANSACTION 3297,595,636
2012-09-10,TRANSACTION 3298,123,416
2012-09-07,TRANSACTION 3299,663,689
2012-09-05,TRANSACTION 3300,151,835
2012-09-05,TRANSACTION 3301,422,421
2012-09-05,TRANSACTION 3302,385,807
2012-09-05,TRANSACTION 3303,619,789
2012-09-05,TRANSACTION 3304,351,521
2012-09-04,TRANSACTION 3305,832,936
2012-09-04,TRANSACTION 3306,669,520
2012-09-04,TRANSACTION 3307,133,873
2012-09-04,TRANSACTION 3308,106,438
2012-09-04,TRANSACTION 3309,899,585
2012-09-04,TRANSACTION 3310,759,999
2012-09-04,TRANSACTION 3311,350,972
2012-09-04,TRANSACTION 3312,387,693
2012-09-04,TRANSACTION 3313,113,809
2012-09-04,TRANSACTION 3314,443,408
2012-09-04,TRANSACTION 3315,397,802
2012-08-31,TRANSACTION 3316,73,528
2012-08-31,TRANSACTION 3317,992,449
2012-08-31,TRANSACTION 3318,423,869
2012-08-30,TRANSACTION 3319,580,670
2012-08-29,TRANSACTION 3320,241,633
2012-08-28,TRANSACTION 3321,65,664
2012-08-24,TRANSACTION 3322,380,558
2012-08-20,TRANSACTION 3323,767,926
2012-08-13,TRANSACTION 3324,713,619
2012-08-13,TRANSACTION 3325,175,812
2012-08-13,TRANSACTION 3326,731,457
2012-08-13,TRANSACTION 3327,943,709
2012-08-13,TRANSACTION 3328,894,845
2012-08-13,TRANSACTION 3329,115,442
2012-08-13,TRANSACTION 3330,969,951
2012-08-13,TRANSACTION 3331,589,674
2012-08-10,TRANSACTION 3332,675,907
2012-08-10,TRANSACTION 3333,969,918
2012-08-10,TRANSACTION 3334,213,944
2012-08-10,TRANSACTION 3335,755,471
2012-08-10,TRANSACTION 3336,341,905
2012-08-10,TRANSACTION 3337,410,475
2012-08-10,TRANSACTION 3338,983,963
2012-08-10,TRANSACTION 3339,650,476
2012-08-09,TRANSACTION 3340,959,745
2012-08-09,TRANSACTION 3341,309,996
2012-08-09,TRANSACTION 3342,235,948
2012-08-09,TRANSACTION 3343,174,440
2012-08-09,TRANSACTION 3344,39,467
2012-08-08,TRANSACTION 3345,747,849
2012-08-08,TRANSACTION 3346,74,986
2012-08-07,TRANSACTION 3347,677,935
2012-08-07,TRANSACTION 3348,922,404
2012-08-07,TRANSACTION 3349,763,816
2012-08-07,TRANSACTION 3350,875,906
2012-08-07,TRANSACTION 3351,478,454
2012-08-07,TRANSACTION 3352,315,423
2012-08-07,TRANSACTION 3353,764,411
2012-08-07,TRANSACTION 3354,45,1000
2012-08-07,TRANSACTION 3355,869,610
2012-08-07,TRANSACTION 3356,498,473
2012-08-07,TRANSACTION 3357,254,770
2012-08-07,TRANSACTION 3358,584,848
2012-08-07,TRANSACTION 3359,278,851
2012-08-07,TRANSACTION 3360,78,620
2012-08-07,TRANSACTION 3361,613,937
2012-08-07,TRANSACTION 3362,700,878
2012-08-07,TRANSACTION 3363,554,786
2012-08-07,TRANSACTION 3364,866,994
2012-08-07,TRANSACTION 3365,52,444
2012-08-03,TRANSACTION 3366,128,709
2012-08-03,TRANSACTION 3367,601,749
2012-08-03,TRANSACTION 3368,604,610
2012-08-03,TRANSACTION 3369,475,492
2012-08-03,TRANSACTION 3370,478,430
2012-08-02,TRANSACTION 3371,127,607
2012-08-02,TRANSACTION 3372,557,543
2012-08-01,TRANSACTION 3373,852,458
2012-08-01,TRANSACTION 3374,609,731
2012-07-31,TRANSACTION 3375,339,400
2012-07-31,TRANSACTION 3376,351,557
2012-07-31,TRANSACTION 3377,206,670
2012-07-30,TRANSACTION 3378,572,624
2012-07-30,TRANSACTION 3379,314,959
2012-07-30,TRANSACTION 3380,941,699
2012-07-30,TRANSACTION 3381,786,707
2012-07-30,TRANSACTION 3382,628,954
2012-07-30,TRANSACTION 3383,447,850
2012-07-30,TRANSACTION 3384,811,675
2012-07-30,TRANSACTION 3385,118,638
2012-07-30,TRANSACTION 3386,792,579
2012-07-27,TRANSACTION 3387,351,424
2012-07-27,TRANSACTION 3388,49,464
2012-07-27,TRANSACTION 3389,605,583
2012-07-27,TRANSACTION 3390,160,657
2012-07-26,TRANSACTION 3391,818,401
2012-07-25,TRANSACTION 3392,88,571
2012-07-25,TRANSACTION 3393,333,844
2012-07-24,TRANSACTION 3394,445,590
2012-07-23,TRANSACTION 3395,100,414
2012-07-23,TRANSACTION 3396,35,998
2012-07-23,TRANSACTION 3397,641,853
2012-07-23,TRANSACTION 3398,868,741
2012-07-23,TRANSACTION 3399,49,419
2012-07-23,TRANSACTION 3400,710,746
2012-07-23,TRANSACTION 3401,944,604
2012-07-23,TRANSACTION 3402,329,553
2012-07-23,TRANSACTION 3403,21,759
2012-07-20,TRANSACTION 3404,55,763
2012-07-20,TRANSACTION 3405,690,741
2012-07-20,TRANSACTION 3406,165,611
2012-07-20,TRANSACTION 3407,199,986
2012-07-19,TRANSACTION 3408,560,640
2012-07-19,TRANSACTION 3409,79,797
2012-07-19,TRANSACTION 3410,149,856
2012-07-18,TRANSACTION 3411,408,500
2012-07-18,TRANSACTION 3412,560,488
2012-07-18,TRANSACTION 3413,809,996
2012-07-17,TRANSACTION 3414,446,558
2012-07-17,TRANSACTION 3415,686,848
2012-07-17,TRANSACTION 3416,789,879
2012-07-16,TRANSACTION 3417,948,587
2012-07-16,TRANSACTION 3418,352,992
2012-07-16,TRANSACTION 3419,859,700
2012-07-16,TRANSACTION 3420,898,959
2012-07-16,TRANSACTION 3421,467,698
2012-07-16,TRANSACTION 3422,732,864
2012-07-16,TRANSACTION 3423,809,468
2012-07-16,TRANSACTION 3424,893,465
2012-07-16,TRANSACTION 3425,876,505
2012-07-16,TRANSACTION 3426,514,446
2012-07-13,TRANSACTION 3427,990,885
2012-07-13,TRANSACTION 3428,653,949
2012-07-13,TRANSACTION 3429,302,564
2012-07-12,TRANSACTION 3430,430,566
2012-07-12,TRANSACTION 3431,660,632
2012-07-12,TRANSACTION 3432,777,588
2012-07-11,TRANSACTION 3433,586,572
2012-07-11,TRANSACTION 3434,961,469
2012-07-11,TRANSACTION 3435,322,907
2012-07-11,TRANSACTION 3436,306,884
2012-07-11,TRANSACTION 3437,367,478
2012-07-11,TRANSACTION 3438,304,596
2012-07-10,TRANSACTION 3439,562,705
2012-07-09,TRANSACTION 3440,916,608
2012-07-09,TRANSACTION 3441,676,595
2012-07-09,TRANSACTION 3442,176,562
2012-07-09,TRANSACTION 3443,960,647
2012-07-09,TRANSACTION 3444,834,715
2012-07-09,TRANSACTION 3445,774,699
2012-07-09,TRANSACTION 3446,569,506
2012-07-09,TRANSACTION 3447,949,761
2012-07-06,TRANSACTION 3448,412,874
2012-07-06,TRANSACTION 3449,644,533
2012-07-06,TRANSACTION 3450,462,982
2012-07-06,TRANSACTION 3451,901,613
2012-07-06,TRANSACTION 3452,159,684
2012-07-05,TRANSACTION 3453,639,646
2012-07-05,TRANSACTION 3454,472,821
2012-07-05,TRANSACTION 3455,261,946
2012-07-04,TRANSACTION 3456,879,577
2012-07-04,TRANSACTION 3457,472,964
2012-07-04,TRANSACTION 3458,899,405
2012-07-03,TRANSACTION 3459,221,749
2012-07-03,TRANSACTION 3460,624,576
2012-07-03,TRANSACTION 3461,454,915
2012-07-03,TRANSACTION 3462,872,660
2012-07-03,TRANSACTION 3463,958,953
2012-07-03,TRANSACTION 3464,753,956
2012-07-03,TRANSACTION 3465,764,681
2012-07-03,TRANSACTION 3466,747,710
2012-07-03,TRANSACTION 3467,705,784
2012-07-03,TRANSACTION 3468,256,869
2012-07-03,TRANSACTION 3469,200,873
2012-07-03,TRANSACTION 3470,213,727
2012-06-29,TRANSACTION 3471,895,721
2012-06-29,TRANSACTION 3472,932,599
2012-06-29,TRANSACTION 3473,736,521
2012-06-29,TRANSACTION 3474,918,521
2012-06-29,TRANSACTION 3475,399,935
2012-06-29,TRANSACTION 3476,754,664
2012-06-27,TRANSACTION 3477,186,973
2012-06-27,TRANSACTION 3478,213,406
2012-06-25,TRANSACTION 3479,546,807
2012-06-25,TRANSACTION 3480,514,998
2012-06-25,TRANSACTION 3481,24,987
2012-06-25,TRANSACTION 3482,146,562
2012-06-25,TRANSACTION 3483,104,401
2012-06-25,TRANSACTION 3484,972,519
2012-06-25,TRANSACTION 3485,937,701
2012-06-25,TRANSACTION 3486,800,505
2012-06-22,TRANSACTION 3487,918,660
2012-06-22,TRANSACTION 3488,160,968
2012-06-22,TRANSACTION 3489,660,898
2012-06-22,TRANSACTION 3490,474,775
2012-06-22,TRANSACTION 3491,836,955
2012-06-21,TRANSACTION 3492,459,632
2012-06-20,TRANSACTION 3493,322,501
2012-06-20,TRANSACTION 3494,919,838
2012-06-20,TRANSACTION 3495,612,538
2012-06-19,TRANSACTION 3496,178,762
2012-06-19,TRANSACTION 3497,521,649
2012-06-19,TRANSACTION 3498,765,852
2012-06-18,TRANSACTION 3499,139,745
2012-06-18,TRANSACTION 3500,661,593
2012-06-18,TRANSACTION 3501,742,536
2012-06-18,TRANSACTION 3502,922,672
2012-06-18,TRANSACTION 3503,833,798
2012-06-18,TRANSACTION 3504,424,787
2012-06-18,TRANSACTION 3505,774,720
2012-06-18,TRANSACTION 3506,338,636
2012-06-15,TRANSACTION 3507,327,720
2012-06-15,TRANSACTION 3508,242,744
2012-06-15,TRANSACTION 3509,179,946
2012-06-15,TRANSACTION 3510,70,872
2012-06-14,TRANSACTION 3511,378,995
2012-06-14,TRANSACTION 3512,568,520
2012-06-14,TRANSACTION 3513,458,551
2012-06-14,TRANSACTION 3514,376,713
2012-06-13,TRANSACTION 3515,172,514
2012-06-13,TRANSACTION 3516,898,928
2012-06-13,TRANSACTION 3517,710,904
2012-06-13,TRANSACTION 3518,933,795
2012-06-13,TRANSACTION 3519,402,404
2012-06-12,TRANSACTION 3520,904,594
2012-06-12,TRANSACTION 3521,391,874
2012-06-11,TRANSACTION 3522,514,698
2012-06-11,TRANSACTION 3523,669,492
2012-06-11,TRANSACTION 3524,688,734
2012-06-11,TRANSACTION 3525,916,563
2012-06-11,TRANSACTION 3526,527,646
2012-06-11,TRANSACTION 3527,814,411
2012-06-11,TRANSACTION 3528,593,710
2012-06-11,TRANSACTION 3529,965,789
2012-06-11,TRANSACTION 3530,762,855
2012-06-11,TRANSACTION 3531,549,475
2012-06-11,TRANSACTION 3532,401,420
2012-06-11,TRANSACTION 3533,234,503
2012-06-08,TRANSACTION 3534,24,825
2012-06-08,TRANSACTION 3535,989,493
2012-06-08,TRANSACTION 3536,86,408
2012-06-08,TRANSACTION 3537,283,534
2012-06-08,TRANSACTION 3538,680,497
2012-06-07,TRANSACTION 3539,18,819
2012-06-07,TRANSACTION 3540,379,524
2012-06-06,TRANSACTION 3541,335,400
2012-06-06,TRANSACTION 3542,191,471
2012-06-06,TRANSACTION 3543,491,734
2012-06-05,TRANSACTION 3544,177,958
2012-06-05,TRANSACTION 3545,753,594
2012-06-05,TRANSACTION 3546,972,571
2012-06-04,TRANSACTION 3547,56,983
2012-06-04,TRANSACTION 3548,71,907
2012-06-04,TRANSACTION 3549,287,841
2012-06-04,TRANSACTION 3550,523,823
2012-06-04,TRANSACTION 3551,383,929
2012-06-04,TRANSACTION 3552,874,741
2012-06-04,TRANSACTION 3553,612,772
2012-06-01,TRANSACTION 3554,435,850
2012-06-01,TRANSACTION 3555,401,983
2012-06-01,TRANSACTION 3556,938,570
2012-06-01,TRANSACTION 3557,463,922
2012-06-01,TRANSACTION 3558,595,529
2012-06-01,TRANSACTION 3559,749,681
2012-06-01,TRANSACTION 3560,683,544
2012-05-31,TRANSACTION 3561,141,755
2012-05-31,TRANSACTION 3562,463,847
2012-05-31,TRANSACTION 3563,950,497
2012-05-30,TRANSACTION 3564,442,531
2012-05-30,TRANSACTION 3565,822,857
2012-05-29,TRANSACTION 3566,257,773
2012-05-28,TRANSACTION 3567,48,713
2012-05-28,TRANSACTION 3568,79,825
2012-05-28,TRANSACTION 3569,608,610
2012-05-28,TRANSACTION 3570,642,745
2012-05-28,TRANSACTION 3571,555,826
2012-05-28,TRANSACTION 3572,152,565
2012-05-25,TRANSACTION 3573,665,589
2012-05-25,TRANSACTION 3574,297,538
2012-05-25,TRANSACTION 3575,600,631
2012-05-24,TRANSACTION 3576,969,743
2012-05-24,TRANSACTION 3577,34,907
2012-05-23,TRANSACTION 3578,640,729
2012-05-23,TRANSACTION 3579,448,653
2012-05-23,TRANSACTION 3580,19,865
2012-05-23,TRANSACTION 3581,150,494
2012-05-23,TRANSACTION 3582,783,968
2012-05-22,TRANSACTION 3583,43,887
2012-05-22,TRANSACTION 3584,945,524
2012-05-22,TRANSACTION 3585,518,909
2012-05-22,TRANSACTION 3586,428,779
2012-05-22,TRANSACTION 3587,776,775
2012-05-22,TRANSACTION 3588,386,920
2012-05-18,TRANSACTION 3589,377,482
2012-05-18,TRANSACTION 3590,620,464
2012-05-18,TRANSACTION 3591,251,919
2012-05-18,TRANSACTION 3592,867,485
2012-05-17,TRANSACTION 3593,418,556
2012-05-17,TRANSACTION 3594,976,769
2012-05-16,TRANSACTION 3595,936,530
2012-05-16,TRANSACTION 3596,87,743
2012-05-15,TRANSACTION 3597,739,402
2012-05-15,TRANSACTION 3598,639,569
2012-05-15,TRANSACTION 3599,760,542
2012-05-15,TRANSACTION 3600,680,917
2012-05-14,TRANSACTION 3601,302,570
2012-05-14,TRANSACTION 3602,519,453
2012-05-14,TRANSACTION 3603,255,456
2012-05-14,TRANSACTION 3604,328,626
2012-05-14,TRANSACTION 3605,923,668
2012-05-14,TRANSACTION 3606,258,569
2012-05-14,TRANSACTION 3607,159,727
2012-05-14,TRANSACTION 3608,458,816
2012-05-14,TRANSACTION 3609,383,950
2012-05-14,TRANSACTION 3610,641,739
2012-05-11,TRANSACTION 3611,117,834
2012-05-11,TRANSACTION 3612,123,555
2012-05-11,TRANSACTION 3613,591,776
2012-05-11,TRANSACTION 3614,177,618
2012-05-11,TRANSACTION 3615,616,972
2012-05-10,TRANSACTION 3616,99,728
2012-05-10,TRANSACTION 3617,338,834
2012-05-10,TRANSACTION 3618,758,994
2012-05-09,TRANSACTION 3619,412,536
2012-05-08,TRANSACTION 3620,571,639
2012-05-08,TRANSACTION 3621,206,909
2012-05-08,TRANSACTION 3622,775,671
2012-05-08,TRANSACTION 3623,599,447
2012-05-07,TRANSACTION 3624,825,810
2012-05-07,TRANSACTION 3625,234,832
2012-05-07,TRANSACTION 3626,672,432
2012-05-07,TRANSACTION 3627,600,493
2012-05-07,TRANSACTION 3628,279,726
2012-05-07,TRANSACTION 3629,812,789
2012-05-07,TRANSACTION 3630,436,520
2012-05-07,TRANSACTION 3631,478,632
2012-05-07,TRANSACTION 3632,754,658
2012-05-07,TRANSACTION 3633,569,563
2012-05-07,TRANSACTION 3634,178,874
2012-05-07,TRANSACTION 3635,850,798
2012-05-07,TRANSACTION 3636,300,642
2012-05-04,TRANSACTION 3637,106,873
2012-05-04,TRANSACTION 3638,668,666
2012-05-04,TRANSACTION 3639,13,574
2012-05-04,TRANSACTION 3640,506,690
2012-05-03,TRANSACTION 3641,322,860
2012-05-03,TRANSACTION 3642,736,882
2012-05-03,TRANSACTION 3643,68,675
2012-05-03,TRANSACTION 3644,71,591
2012-05-02,TRANSACTION 3645,674,572
2012-05-02,TRANSACTION 3646,706,436
2012-05-02,TRANSACTION 3647,973,962
2012-05-01,TRANSACTION 3648,880,956
2012-05-01,TRANSACTION 3649,430,427
2012-05-01,TRANSACTION 3650,941,546
2012-05-01,TRANSACTION 3651,280,422
2012-04-30,TRANSACTION 3652,429,937
2012-04-30,TRANSACTION 3653,178,922
2012-04-30,TRANSACTION 3654,584,792
2012-04-30,TRANSACTION 3655,375,673
2012-04-30,TRANSACTION 3656,716,698
2012-04-30,TRANSACTION 3657,693,416
2012-04-30,TRANSACTION 3658,941,545
2012-04-30,TRANSACTION 3659,597,654
2012-04-30,TRANSACTION 3660,114,593
2012-04-30,TRANSACTION 3661,469,956
2012-04-27,TRANSACTION 3662,568,488
2012-04-27,TRANSACTION 3663,315,505
2012-04-27,TRANSACTION 3664,641,971
2012-04-27,TRANSACTION 3665,739,768
2012-04-27,TRANSACTION 3666,936,474
2012-04-27,TRANSACTION 3667,57,657
2012-04-26,TRANSACTION 3668,343,556
2012-04-26,TRANSACTION 3669,374,986
2012-04-26,TRANSACTION 3670,350,411
2012-04-25,TRANSACTION 3671,683,407
2012-04-25,TRANSACTION 3672,982,946
2012-04-25,TRANSACTION 3673,894,933
2012-04-25,TRANSACTION 3674,842,627
2012-04-25,TRANSACTION 3675,286,501
2012-04-24,TRANSACTION 3676,951,857
2012-04-24,TRANSACTION 3677,80,450
2012-04-24,TRANSACTION 3678,273,949
2012-04-24,TRANSACTION 3679,244,576
2012-04-24,TRANSACTION 3680,970,796
2012-04-24,TRANSACTION 3681,613,521
2012-04-24,TRANSACTION 3682,534,486
2012-04-23,TRANSACTION 3683,687,881
2012-04-23,TRANSACTION 3684,906,403
2012-04-23,TRANSACTION 3685,279,975
2012-04-23,TRANSACTION 3686,321,979
2012-04-23,TRANSACTION 3687,295,459
2012-04-23,TRANSACTION 3688,207,490
2012-04-23,TRANSACTION 3689,884,518
2012-04-23,TRANSACTION 3690,952,760
2012-04-23,TRANSACTION 3691,806,871
2012-04-23,TRANSACTION 3692,348,560
2012-04-23,TRANSACTION 3693,525,976
2012-04-20,TRANSACTION 3694,354,920
2012-04-20,TRANSACTION 3695,954,937
2012-04-20,TRANSACTION 3696,145,556
2012-04-20,TRANSACTION 3697,509,995
2012-04-20,TRANSACTION 3698,449,997
2012-04-19,TRANSACTION 3699,397,940
2012-04-19,TRANSACTION 3700,98,636
2012-04-19,TRANSACTION 3701,469,842
2012-04-19,TRANSACTION 3702,996,878
2012-04-19,TRANSACTION 3703,91,738
2012-04-18,TRANSACTION 3704,530,553
2012-04-18,TRANSACTION 3705,410,546
2012-04-18,TRANSACTION 3706,801,574
2012-04-18,TRANSACTION 3707,905,624
2012-04-18,TRANSACTION 3708,987,497
2012-04-17,TRANSACTION 3709,808,795
2012-04-17,TRANSACTION 3710,146,956
2012-04-17,TRANSACTION 3711,696,920
2012-04-17,TRANSACTION 3712,711,815
2012-04-17,TRANSACTION 3713,780,473
2012-04-17,TRANSACTION 3714,686,731
2012-04-17,TRANSACTION 3715,304,954
2012-04-16,TRANSACTION 3716,423,906
2012-04-16,TRANSACTION 3717,558,972
2012-04-16,TRANSACTION 3718,836,756
2012-04-16,TRANSACTION 3719,521,924
2012-04-16,TRANSACTION 3720,92,591
2012-04-16,TRANSACTION 3721,477,718
2012-04-16,TRANSACTION 3722,60,694
2012-04-16,TRANSACTION 3723,894,575
2012-04-16,TRANSACTION 3724,73,753
2012-04-16,TRANSACTION 3725,63,514
2012-04-13,TRANSACTION 3726,200,781
2012-04-13,TRANSACTION 3727,431,711
2012-04-13,TRANSACTION 3728,902,457
2012-04-13,TRANSACTION 3729,843,518
2012-04-13,TRANSACTION 3730,394,581
2012-04-13,TRANSACTION 3731,252,406
2012-04-12,TRANSACTION 3732,988,467
2012-04-12,TRANSACTION 3733,948,865
2012-04-12,TRANSACTION 3734,715,875
2012-04-11,TRANSACTION 3735,158,581
2012-04-11,TRANSACTION 3736,1000,655
2012-04-11,TRANSACTION 3737,416,757
2012-04-11,TRANSACTION 3738,677,743
2012-04-11,TRANSACTION 3739,170,749
2012-04-11,TRANSACTION 3740,776,694
2012-04-10,TRANSACTION 3741,277,434
2012-04-10,TRANSACTION 3742,663,626
2012-04-09,TRANSACTION 3743,902,838
2012-04-09,TRANSACTION 3744,711,451
2012-04-09,TRANSACTION 3745,568,829
2012-04-09,TRANSACTION 3746,846,532
2012-04-09,TRANSACTION 3747,557,567
2012-04-09,TRANSACTION 3748,549,999
2012-04-09,TRANSACTION 3749,916,550
2012-04-09,TRANSACTION 3750,585,902
2012-04-05,TRANSACTION 3751,920,483
2012-04-05,TRANSACTION 3752,966,760
2012-04-05,TRANSACTION 3753,25,442
2012-04-05,TRANSACTION 3754,21,937
2012-04-04,TRANSACTION 3755,402,751
2012-04-04,TRANSACTION 3756,492,854
2012-04-04,TRANSACTION 3757,455,975
2012-04-04,TRANSACTION 3758,809,723
2012-04-04,TRANSACTION 3759,806,869
2012-04-04,TRANSACTION 3760,222,837
2012-04-03,TRANSACTION 3761,486,994
2012-04-03,TRANSACTION 3762,782,689
2012-04-03,TRANSACTION 3763,704,829
2012-04-03,TRANSACTION 3764,398,446
2012-04-03,TRANSACTION 3765,319,438
2012-04-03,TRANSACTION 3766,626,894
2012-04-03,TRANSACTION 3767,794,829
2012-04-03,TRANSACTION 3768,311,435
2012-04-03,TRANSACTION 3769,568,775
2012-04-02,TRANSACTION 3770,379,658
2012-04-02,TRANSACTION 3771,606,756
2012-04-02,TRANSACTION 3772,571,500
2012-04-02,TRANSACTION 3773,936,592
2012-04-02,TRANSACTION 3774,420,605
2012-04-02,TRANSACTION 3775,789,464
2012-04-02,TRANSACTION 3776,545,888
2012-04-02,TRANSACTION 3777,966,450
2012-04-02,TRANSACTION 3778,166,412
2012-04-02,TRANSACTION 3779,956,604
2012-04-02,TRANSACTION 3780,723,908
2012-03-30,TRANSACTION 3781,700,426
2012-03-30,TRANSACTION 3782,138,474
2012-03-30,TRANSACTION 3783,283,946
2012-03-30,TRANSACTION 3784,878,730
2012-03-30,TRANSACTION 3785,600,866
2012-03-30,TRANSACTION 3786,974,571
2012-03-30,TRANSACTION 3787,983,559
2012-03-29,TRANSACTION 3788,88,515
2012-03-29,TRANSACTION 3789,924,868
2012-03-29,TRANSACTION 3790,765,765
2012-03-29,TRANSACTION 3791,570,601
2012-03-29,TRANSACTION 3792,530,783
2012-03-28,TRANSACTION 3793,599,473
2012-03-28,TRANSACTION 3794,200,987
2012-03-28,TRANSACTION 3795,82,626
2012-03-28,TRANSACTION 3796,454,585
2012-03-27,TRANSACTION 3797,406,483
2012-03-27,TRANSACTION 3798,440,909
2012-03-27,TRANSACTION 3799,513,974
2012-03-27,TRANSACTION 3800,784,883
2012-03-27,TRANSACTION 3801,209,684
2012-03-26,TRANSACTION 3802,310,942
2012-03-26,TRANSACTION 3803,858,502
2012-03-26,TRANSACTION 3804,552,856
2012-03-26,TRANSACTION 3805,436,987
2012-03-26,TRANSACTION 3806,279,768
2012-03-26,TRANSACTION 3807,744,863
2012-03-26,TRANSACTION 3808,286,661
2012-03-26,TRANSACTION 3809,30,659
2012-03-26,TRANSACTION 3810,915,427
2012-03-26,TRANSACTION 3811,302,523
2012-03-26,TRANSACTION 3812,449,674
2012-03-26,TRANSACTION 3813,893,689
2012-03-26,TRANSACTION 3814,624,637
2012-03-26,TRANSACTION 3815,781,544
2012-03-23,TRANSACTION 3816,46,911
2012-03-22,TRANSACTION 3817,241,724
2012-03-22,TRANSACTION 3818,292,683
2012-03-21,TRANSACTION 3819,775,470
2012-03-21,TRANSACTION 3820,48,536
2012-03-20,TRANSACTION 3821,914,483
2012-03-20,TRANSACTION 3822,674,902
2012-03-20,TRANSACTION 3823,707,748
2012-03-20,TRANSACTION 3824,134,578
2012-03-20,TRANSACTION 3825,111,766
2012-03-20,TRANSACTION 3826,485,615
2012-03-19,TRANSACTION 3827,853,418
2012-03-19,TRANSACTION 3828,415,854
2012-03-19,TRANSACTION 3829,118,961
2012-03-19,TRANSACTION 3830,541,541
2012-03-19,TRANSACTION 3831,597,504
2012-03-19,TRANSACTION 3832,486,535
2012-03-19,TRANSACTION 3833,151,626
2012-03-16,TRANSACTION 3834,434,439
2012-03-16,TRANSACTION 3835,70,518
2012-03-16,TRANSACTION 3836,812,602
2012-03-15,TRANSACTION 3837,215,875
2012-03-15,TRANSACTION 3838,933,674
2012-03-15,TRANSACTION 3839,898,453
2012-03-14,TRANSACTION 3840,16,592
2012-03-14,TRANSACTION 3841,978,919
2012-03-14,TRANSACTION 3842,739,604
2012-03-14,TRANSACTION 3843,977,531
2012-03-14,TRANSACTION 3844,969,506
2012-03-14,TRANSACTION 3845,432,669
2012-03-13,TRANSACTION 3846,318,926
2012-03-13,TRANSACTION 3847,814,509
2012-03-13,TRANSACTION 3848,539,573
2012-03-13,TRANSACTION 3849,332,906
2012-03-12,TRANSACTION 3850,506,687
2012-03-12,TRANSACTION 3851,160,958
2012-03-12,TRANSACTION 3852,598,994
2012-03-12,TRANSACTION 3853,376,697
2012-03-12,TRANSACTION 3854,853,522
2012-03-12,TRANSACTION 3855,764,773
2012-03-12,TRANSACTION 3856,307,768
